day,date,phase,tests.performed.todate,tests.performed,tests.positive.todate,tests.positive,tests.regular.performed.todate,tests.regular.performed,tests.regular.positive.todate,tests.regular.positive,tests.ns-apr20.performed.todate,tests.ns-apr20.performed,tests.ns-apr20.positive.todate,tests.ns-apr20.positive,cases.confirmed.todate,cases.confirmed,cases.active,cases.recovered.todate,cases.closed.todate,cases.hs.employee.confirmed.todate,cases.rh.employee.confirmed.todate,cases.rh.occupant.confirmed.todate,cases.unclassified.confirmed.todate,state.in_hospital,state.icu,state.critical,state.in_hospital.todate,state.out_of_hospital.todate,state.deceased.todate,state.recovered.todate,region.lj.todate,region.ce.todate,region.ms.todate,region.nm.todate,region.mb.todate,region.kr.todate,region.sg.todate,region.po.todate,region.za.todate,region.kp.todate,region.ng.todate,region.kk.todate,region.foreign.todate,region.todate,age.0-4.todate,age.5-14.todate,age.15-24.todate,age.25-34.todate,age.35-44.todate,age.45-54.todate,age.55-64.todate,age.65-74.todate,age.75-84.todate,age.85+.todate,age.todate,age.female.0-4.todate,age.female.5-14.todate,age.female.15-24.todate,age.female.25-34.todate,age.female.35-44.todate,age.female.45-54.todate,age.female.55-64.todate,age.female.65-74.todate,age.female.75-84.todate,age.female.85+.todate,age.female.todate,age.male.0-4.todate,age.male.5-14.todate,age.male.15-24.todate,age.male.25-34.todate,age.male.35-44.todate,age.male.45-54.todate,age.male.55-64.todate,age.male.65-74.todate,age.male.75-84.todate,age.male.85+.todate,age.male.todate,deceased.0-4.todate,deceased.5-14.todate,deceased.15-24.todate,deceased.25-34.todate,deceased.35-44.todate,deceased.45-54.todate,deceased.55-64.todate,deceased.65-74.todate,deceased.75-84.todate,deceased.85+.todate,deceased.todate,deceased.female.0-4.todate,deceased.female.5-14.todate,deceased.female.15-24.todate,deceased.female.25-34.todate,deceased.female.35-44.todate,deceased.female.45-54.todate,deceased.female.55-64.todate,deceased.female.65-74.todate,deceased.female.75-84.todate,deceased.female.85+.todate,deceased.female.todate,deceased.male.0-4.todate,deceased.male.5-14.todate,deceased.male.15-24.todate,deceased.male.25-34.todate,deceased.male.35-44.todate,deceased.male.45-54.todate,deceased.male.55-64.todate,deceased.male.65-74.todate,deceased.male.75-84.todate,deceased.male.85+.todate,deceased.male.todate
8,2020-03-05,F1,5,0,1,0,5,0,1,0,,,,,1,0,1,0,0,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,,6,,,,,,1,,,,,1,,,,2,1,,1,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2020-03-06,F1,7,2,2,1,7,2,2,1,,,,,2,1,2,0,0,,,,2,,,,,,0,,,,,,,,,,,,,,,,,,,3,1,2,3,1,,,10,,,,1,,1,,,,,2,,,,2,1,1,3,1,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2020-03-07,F1,7,0,2,0,7,0,2,0,,,,,2,0,2,0,0,,,,2,,,,,,0,,,,,,,,,,,,,,,,,,,7,1,2,4,2,,,16,,,,3,,1,1,1,,,6,,,,4,1,1,3,1,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2020-03-08,F1,7,0,2,0,7,0,2,0,,,,,2,0,2,0,0,,,,2,,,,,,0,,,,,,,,,,,,,,,,,,,7,1,3,6,3,,,20,,,,3,,2,2,1,,,8,,,,4,1,1,4,2,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2020-03-09,F1,15,8,7,5,15,8,7,5,,,,,7,5,7,0,0,,,,7,,,,,,0,,,,,,,,,,,,,,,,,,1,10,2,3,9,5,,1,31,,,,5,1,2,4,1,,1,14,,,1,5,1,1,5,4,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2020-03-10,F1,15,0,7,0,15,0,7,0,,,,,7,0,7,0,0,,,,7,,,,,,0,,,,,,,,,,,,,,,,,,2,14,3,6,16,6,,2,49,,,1,8,1,4,9,1,,1,25,,,1,6,2,2,7,5,,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2020-03-11,F1,27,12,9,2,27,12,9,2,,,,,9,2,9,0,0,,,,9,,,,,0,0,,,,,,,,,,,,,,,,,1,4,24,10,10,21,8,1,3,82,,,2,14,5,5,12,2,1,1,42,,1,2,10,5,5,9,6,,2,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2020-03-12,F1,36,9,9,0,36,9,9,0,,,,,9,0,9,0,0,,,,9,,,,,0,0,,,,,,,,,,,,,,,,,7,9,37,16,17,31,8,1,5,131,,2,4,18,7,9,16,2,1,2,61,,5,5,19,9,8,15,6,,3,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2020-03-13,F1,46,10,13,4,46,10,13,4,,,,,13,4,12,1,1,,,,13,,,,,0,0,,,,,,,,,,,,,,,,,12,13,42,25,29,36,12,3,7,179,,7,5,21,14,14,21,2,1,4,89,,5,8,21,11,15,15,10,2,3,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2020-03-14,F2,58,12,19,6,58,12,19,6,,,,,19,6,18,1,1,,,,19,,,,,0,0,,,,,,,,,,,,,,,,,16,17,50,35,33,39,14,4,7,215,,9,7,25,21,15,23,2,1,4,107,,7,10,25,14,18,16,12,3,3,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2020-03-15,F2,65,7,19,0,65,7,19,0,,,,,19,0,18,1,1,,,,19,,,,,0,0,,,,,,,,,,,,,,,,,17,20,57,44,41,45,15,4,7,250,,9,9,27,25,20,23,3,1,4,121,,8,11,30,19,21,22,12,3,3,129,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
19,2020-03-16,F2,82,17,24,5,82,17,24,5,,,,,24,5,23,1,1,,,,24,,,,,0,0,,,,,,,,,,,,,,,,,18,22,64,48,46,53,15,4,7,277,,9,11,29,26,22,28,3,1,4,133,,9,11,35,22,24,25,12,3,3,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2020-03-17,F2,102,20,36,12,102,20,36,12,,,,,36,12,35,1,1,6,,,30,,,,17,0,0,,,,,,,,,,,,,,,,1,18,23,66,50,49,54,15,4,7,287,,9,11,30,27,24,29,3,1,4,138,1,9,12,36,23,25,25,12,3,3,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2020-03-18,F2,162,60,48,12,162,60,48,12,,,,,48,12,47,1,1,6,,,42,,,,19,0,0,,,,,,,,,,,,,,,,1,18,25,72,55,57,55,18,8,10,319,,9,12,34,29,28,30,5,4,7,158,1,9,13,38,26,29,25,13,4,3,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2020-03-19,F2,233,71,67,19,233,71,67,19,,,,,67,19,66,1,1,6,,,61,,,,21,0,0,,,,,,,,,,,,,,,,1,18,26,77,57,60,58,20,12,13,342,,9,12,37,31,28,30,6,6,8,167,1,9,14,40,26,32,28,14,6,5,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2020-03-20,F2,323,90,85,18,323,90,85,18,,,,,85,18,84,1,1,6,,,79,,,,23,0,0,,,,,,,,,,,,,,,,1,18,27,83,60,67,62,24,13,13,368,,9,12,38,32,34,32,8,6,8,179,1,9,15,45,28,33,30,16,7,5,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2020-03-21,F2,476,153,114,29,476,153,114,29,,,,,114,29,113,1,1,7,,,107,,,,25,0,0,,,,,,,,,,,,,,,,1,19,28,87,67,74,65,29,18,18,406,,9,13,39,35,37,33,10,9,13,198,1,10,15,48,32,37,32,19,9,5,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2020-03-22,F2,591,115,136,22,591,115,136,22,,,,,136,22,133,1,3,9,,,127,,,,28,0,2,,,,,,,,,,,,,,,,1,19,29,92,71,82,74,31,21,21,441,,9,14,43,37,41,37,11,11,16,219,1,10,15,49,34,41,37,20,10,5,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2020-03-23,F2,823,232,148,12,823,232,148,12,,,,,148,12,145,1,3,12,,,136,,,,32,0,2,,,,,,,,,,,,,,,,2,19,30,95,73,91,80,35,26,26,477,1,9,15,45,38,47,39,12,13,20,239,1,10,15,50,35,44,41,23,13,6,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2020-03-24,F3,1080,257,177,29,1080,257,177,29,,,,,177,29,174,1,3,17,,,160,,,,43,0,2,,,,,,,,,,,,,,,,2,19,31,100,82,100,91,41,30,29,525,1,9,16,48,43,55,45,16,15,22,270,1,10,15,52,39,45,46,25,15,7,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2020-03-25,F3,1420,340,201,24,1420,340,201,24,,,,,201,24,197,1,4,20,,,181,,,,44,0,3,,,,,,,,,,,,,,,,2,19,34,102,90,108,101,51,32,32,571,1,9,19,50,46,60,48,20,15,24,292,1,10,15,52,44,48,53,31,17,8,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2020-03-26,F3,1789,369,219,18,1789,369,219,18,,,,,219,18,213,3,6,21,,,198,,,,48,0,3,,,,,,,,,1,,,,,,1,2,19,35,105,97,114,111,60,43,46,632,1,9,20,51,50,63,53,23,22,32,324,1,10,15,54,47,51,58,37,21,14,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2020-03-27,F3,2195,406,241,22,2195,406,241,22,,,,,241,22,234,3,7,23,,,218,,,,53,0,4,,,,,,,,,1,,,,,,1,2,19,37,107,106,125,121,68,48,51,684,1,9,21,53,56,69,58,26,24,35,352,1,10,16,54,50,56,63,42,24,16,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2020-03-28,F3,2423,228,259,18,2423,228,259,18,,,,,259,18,252,3,7,27,,,232,,,,62,0,4,,,,,,,,,1,,,,,,1,2,19,44,110,109,131,130,72,54,59,730,1,9,23,54,58,73,60,29,28,40,375,1,10,21,56,51,58,70,43,26,19,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2020-03-29,F3,2675,252,285,26,2675,252,285,26,,,,,285,26,266,12,19,32,,,253,,,,67,0,7,,,,,,,,,1,,,,,,1,2,20,44,111,111,135,133,76,61,63,756,1,9,23,55,58,75,62,31,32,43,389,1,11,21,56,53,60,71,45,29,20,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2020-03-30,F3,3067,392,329,44,3067,392,329,44,,,,,329,44,308,12,21,35,,,294,,,,80,0,9,,,,,,,,,1,,,,,,1,2,20,45,116,114,143,139,81,69,73,802,1,9,24,59,61,81,64,32,36,48,415,1,11,21,57,53,62,75,49,33,25,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2020-03-31,F3,3324,257,354,25,3324,257,354,25,,,,,354,25,326,17,28,38,,,316,,,,86,0,11,,,,,,,,,1,,,,,,1,2,21,47,119,120,151,146,87,73,75,841,1,10,26,62,66,82,69,34,40,50,440,1,11,21,57,54,69,77,53,33,25,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2020-04-01,F3,3666,342,384,30,3666,342,384,30,,,,,384,30,356,17,28,41,,,343,,,,90,0,11,,,,,,,,,1,,,,,,1,3,21,50,125,123,158,152,90,88,87,897,1,10,26,66,69,85,71,34,48,61,471,2,11,24,59,54,73,81,56,40,26,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2020-04-02,F3,4055,389,430,46,4055,389,430,46,,,,,430,46,399,19,31,52,,,378,,,,98,0,12,,,,,,,,,2,,,,,,2,3,21,51,128,126,163,159,94,95,94,934,1,10,26,68,72,88,74,37,52,67,495,2,11,25,60,54,75,85,57,43,27,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2020-04-03,F3,4469,414,483,53,4469,414,483,53,,,,,483,53,447,19,36,57,,,426,,,,103,0,17,,,,,,,,,3,,,,,,3,3,21,58,134,131,168,163,98,102,99,977,1,10,32,71,76,91,75,39,57,72,524,2,11,26,63,55,77,88,59,45,27,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2020-04-04,F3,4840,371,555,72,4840,371,555,72,,,,,555,72,513,24,42,60,,,495,,,,128,0,18,,,,,,,,,5,,,,,,5,4,21,59,137,134,172,168,100,102,100,997,2,10,32,72,77,94,77,41,57,73,535,2,11,27,65,57,78,91,59,45,27,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2020-04-05,F3,5042,202,570,15,5042,202,570,15,,,,,570,15,520,29,50,63,,,507,,,,131,0,21,,,,,,,,,6,,,,,,6,4,21,59,139,138,175,171,102,104,108,1021,2,10,32,73,80,97,78,43,58,80,553,2,11,27,66,58,78,93,59,46,28,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2020-04-06,F3,5428,386,599,29,5428,386,599,29,,,,,599,29,543,29,56,69,,,530,,,,134,0,27,,,,,,,,,7,,,,,,7,4,21,60,145,141,182,173,106,108,115,1055,2,10,32,76,82,102,80,46,60,86,576,2,11,28,69,59,80,93,60,48,29,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2020-04-07,F3,5779,351,617,18,5779,351,617,18,,,,,617,18,551,37,66,72,,,545,,,,140,0,29,,,,,,,,,9,,,,,,9,5,21,63,151,143,192,177,110,112,117,1091,3,10,33,80,83,108,81,49,62,87,596,2,11,30,71,60,84,96,61,50,30,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2020-04-08,F4,6120,341,663,46,6120,341,663,46,,,,,663,46,596,37,67,82,,,581,,,,145,0,30,,,,,,,,,14,,,,,,14,6,21,67,158,149,199,181,110,113,120,1124,4,10,36,85,85,112,83,49,62,89,615,2,11,31,73,64,87,98,61,51,31,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2020-04-09,F4,6616,496,711,48,6616,496,711,48,,,,,711,48,638,41,73,95,,,616,,,,155,0,32,,,,,,,,,14,,,,,,14,6,21,69,163,154,204,188,112,116,127,1160,4,10,38,88,87,115,87,50,63,96,638,2,11,31,75,67,89,101,62,53,31,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2020-04-10,F4,7202,586,760,49,7202,586,760,49,,,,,760,49,685,41,75,106,,,654,,,,167,0,34,,,,,,,,,18,,,,,,18,6,21,74,169,157,208,192,113,120,128,1188,4,10,42,92,90,118,87,51,65,97,656,2,11,32,77,67,90,105,62,55,31,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2020-04-11,F4,7606,404,828,68,7606,404,828,68,,,,,828,68,753,41,75,117,,,711,,,,178,0,34,,,,,,,,,22,,,,,,22,6,21,78,170,160,209,194,114,122,131,1205,4,10,44,93,91,119,89,50,66,98,664,2,11,34,77,69,90,105,64,56,33,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2020-04-12,F4,7936,330,854,26,7936,330,854,26,,,,,854,26,772,44,82,121,,,733,,,,185,0,38,,,,,,,,,34,,,,,,34,6,21,80,171,161,210,195,115,122,131,1212,4,10,46,93,92,119,90,51,66,98,669,2,11,34,78,69,91,105,64,56,33,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2020-04-13,F4,8646,710,908,54,8646,710,908,54,,,,,908,54,778,86,130,126,,,782,,,,189,0,44,,,,,,,,,35,,,,,,35,6,21,81,173,164,211,196,115,122,131,1220,4,10,46,95,93,119,90,51,66,98,672,2,11,35,78,71,92,106,64,56,33,548,,,,,,1,2,6,13,31,53,,,,,,,,1,4,22,27,,,,,,1,2,5,9,9,26
48,2020-04-14,F4,9146,500,974,66,9146,500,974,66,,,,,974,66,831,98,143,143,,,831,,,,201,0,45,,,,,,,,,35,,,,,,35,6,21,81,180,165,218,199,117,126,135,1248,4,10,46,98,94,124,93,52,68,102,691,2,11,35,82,71,94,106,65,58,33,557,,,,,,1,2,6,14,31,54,,,,,,,,1,5,22,28,,,,,,1,2,5,9,9,26
49,2020-04-15,F5,9806,660,1081,107,9806,660,1081,107,,,,,1081,107,914,121,167,143,,,938,,,,249,0,46,,,,,,,,,35,,,,,,35,6,21,82,182,166,221,200,118,130,142,1268,4,10,47,99,95,124,93,52,71,107,702,2,11,35,83,71,97,107,66,59,35,566,,,,,,1,2,7,16,33,59,,,,,,,,2,5,23,30,,,,,,1,2,5,11,10,29
50,2020-04-16,F5,10243,437,1117,36,10243,437,1117,36,,,,,1117,36,929,139,188,194,,,923,,,,256,0,49,,,,,,,,,36,,,,,,36,6,22,86,186,170,226,202,122,137,147,1304,4,10,50,101,97,128,94,54,73,111,722,2,12,36,85,73,98,108,68,64,36,582,,,,,,1,2,7,16,33,59,,,,,,,,2,5,23,30,,,,,,1,2,5,11,10,29
51,2020-04-17,F5,10940,697,1170,53,10940,697,1170,53,,,,,1170,53,957,164,213,198,,,972,,,,259,0,49,,,,,,,,,39,,,,,,39,6,22,87,187,173,227,205,123,138,149,1317,4,10,51,101,100,129,95,55,74,113,732,2,12,36,86,73,98,110,68,64,36,585,,,,,,1,2,7,16,36,62,,,,,,,,2,5,25,32,,,,,,1,2,5,11,11,30
52,2020-04-18,F5,11254,314,1207,37,11254,314,1207,37,,,,,1207,37,977,179,230,202,,,1005,,,,262,0,51,,,,,,,,,40,,,,,,40,6,22,89,190,175,227,205,123,141,152,1330,4,10,52,103,100,129,95,55,75,116,739,2,12,37,87,75,98,110,68,66,36,591,,,,,,1,2,7,16,36,62,,,,,,,,2,5,25,32,,,,,,1,2,5,11,11,30
53,2020-04-19,F5,11506,252,1225,18,11506,252,1225,18,,,,,1225,18,971,200,254,206,,,1019,,,,265,0,54,,,,,,,,,43,,,,,,43,6,22,90,191,176,228,206,123,141,152,1335,4,10,52,104,101,130,95,55,75,116,742,2,12,38,87,75,98,111,68,66,36,593,,,,,,1,2,7,18,37,65,,,,,,,,2,7,26,35,,,,,,1,2,5,11,11,30
54,2020-04-20,F5,11707,201,1231,6,11707,201,1231,6,,,,,1231,6,952,224,279,210,,,1021,,,,266,0,55,,,,,,,,,47,,,,,,47,6,22,93,191,177,230,206,123,144,152,1344,4,10,54,104,102,130,95,55,77,116,747,2,12,39,87,75,100,111,68,67,36,597,,,,,,2,2,7,20,40,71,,,,,,1,,2,8,29,40,,,,,,1,2,5,12,11,31
55,2020-04-21,F6,12367,660,1259,28,12367,660,1259,28,,,,,1259,28,931,272,328,214,,,1045,,,,272,0,56,,,,,,,,,49,,,,,,49,6,24,93,193,179,230,206,124,145,153,1353,4,10,54,105,103,130,95,56,77,117,751,2,14,39,88,76,100,111,68,68,36,602,,,,,,2,2,9,21,45,79,,,,,,1,,3,9,32,45,,,,,,1,2,6,12,13,34
56,2020-04-22,F6,13016,649,1300,41,13016,649,1300,41,,,,,1300,41,943,301,357,218,,,1082,,,,278,0,56,,,,,,,,,60,,,,,,60,6,24,95,193,181,232,207,127,145,156,1366,4,10,55,105,104,131,96,57,78,120,760,2,14,40,88,77,101,111,70,67,36,606,,,,,,2,2,9,21,45,79,,,,,,1,,3,9,32,45,,,,,,1,2,6,12,13,34
57,2020-04-23,F6,13424,408,1326,26,13424,408,1326,26,,,,,1326,26,932,337,394,222,,,1104,,,,282,0,57,,,,,,,,,67,,,,,,67,6,24,95,195,183,233,207,127,145,158,1373,4,10,55,106,105,131,96,57,78,122,764,2,14,40,89,78,102,111,70,67,36,609,,,,,,2,2,10,21,47,82,,,,,,1,,3,9,33,46,,,,,,1,2,7,12,14,36
58,2020-04-24,F6,14152,728,1367,41,14152,728,1367,41,,,,,1367,41,934,374,433,226,,,1141,,,,292,0,59,,,,,,,,,67,,,,,,67,6,24,97,196,186,236,207,129,148,159,1388,4,10,57,107,107,132,96,58,80,123,774,2,14,40,89,79,104,111,71,68,36,614,,,,,,2,2,10,21,47,82,,,,,,1,,3,9,33,46,,,,,,1,2,7,12,14,36
59,2020-04-25,F6,14487,335,1386,19,14487,335,1386,19,,,,,1386,19,825,500,561,227,,,1159,,,,314,0,61,,,,,,,,,71,,,,,,71,6,24,98,196,187,237,210,129,149,160,1396,4,10,57,107,107,133,98,58,81,124,779,2,14,41,89,80,104,112,71,68,36,617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2020-04-26,F6,14776,289,1399,13,14776,289,1399,13,,,,,1399,13,781,553,618,228,,,1171,,,,320,0,65,,,,,,,,,74,,,,,,74,7,24,99,197,189,237,210,129,150,160,1402,4,10,58,108,107,133,98,58,81,124,781,3,14,41,89,82,104,112,71,69,36,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2020-04-27,F6,15138,362,1421,22,15138,362,1421,22,,,,,1421,22,761,589,660,229,,,1192,,,,326,0,71,,,,,,,,,77,,,,,,77,7,24,99,197,190,237,210,130,153,161,1408,4,10,58,108,107,133,98,58,84,125,785,3,14,41,89,83,104,112,72,69,36,623,,,,,,2,2,10,21,49,84,,,,,,1,0,3,9,35,48,,,,,,1,2,7,12,14,36
62,2020-04-28,F6,15417,279,1442,21,15417,279,1442,21,,,,,1442,21,742,627,700,235,,,1207,,,,331,0,73,,,,,,,,,79,,,,,,79,7,24,99,198,191,238,213,131,154,163,1418,4,10,58,109,107,133,100,59,84,127,791,3,14,41,89,84,105,113,72,70,36,627,,,,,,2,2,10,21,49,84,,,,,,1,0,3,9,35,48,,,,,,1,2,7,12,14,36
63,2020-04-29,F6,15803,386,1465,23,15803,386,1465,23,,,,,1465,23,650,738,815,235,,,1230,,,,333,0,77,,,,,,,,,81,,,,,,81,7,25,99,199,194,240,215,132,154,164,1429,4,10,58,110,108,134,100,60,84,128,796,3,15,41,89,86,106,115,72,70,36,633,,,,,,2,2,10,22,51,87,,,,,,1,0,3,9,37,50,,,,,,1,2,7,13,14,37
64,2020-04-30,F6,16165,362,1494,29,16165,362,1494,29,,,,,1494,29,606,807,888,235,,,1259,,,,337,0,81,,,,,,,,,85,,,,,,85,8,24,99,200,195,241,215,132,155,165,1434,4,10,58,110,109,134,100,60,84,129,798,4,14,41,90,86,107,115,72,71,36,636,,,,,,2,2,12,22,52,90,,,,,,1,0,3,9,38,51,,,,,,1,2,9,13,14,39
65,2020-05-01,F6,16364,199,1506,12,16364,199,1506,12,,,,,1506,12,574,850,932,235,,,1271,,,,340,0,82,,,,,,,,,89,,,,,,89,8,24,99,200,195,243,215,132,157,166,1439,4,10,58,110,109,135,100,60,86,130,802,4,14,41,90,86,108,115,72,71,36,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
